author_title;review_rating;review_text
Enzo Clodi Bali;5;"Keren banget !!
Pelayanan SEHARI JADI, daftar dan unggah dokumen via online di taringdukcapil denpasar. Awalnya saya konsultasi dulu via wa yg tertera dsitu, fast response dan bener2 dkasi tau langkah2nya, ambil yg paket apa. Setelah itu daftar akun dan formulir bisa didownload disitu, print, isi, kemudian foto / scan (maksimal 2mb/file). Unggahnya sesuai jam pelayanan, kalo unggah dari jam 8-10 Senin - Kamis, Jumat jam 8-11, lgsg diproses dan sehari jadi, bahkan permohonan ubah KTP 15 menit jadi bisa lgsg ambil di kantor camat. Kalo di atas jam itu 2 hari jadi. Info selesai diberikan via email. Pengambilan bisa lgsg ke dukcapil atau Gosend. Kalo dokumennya lebih dari 1 dan pakai Gosend, lebih baik konfirmasi ke driver detail dokumennya, kmrn sempat kurang 1, syukurnya driver hubungi saya dl, jd lgsg diprint kekurangannya sm petugas. Saya jg pernah ambil lgsg dan ga pakai antri padahal jam 9 siang.
Biaya 0 rupiah (kecuali biaya pribadi untuk print, materai, dll)."
I wayan Yudik marandika 3208;5;Pelayananya Bagus dan sangat baik smartcity
I made Ariawan;5;"Sangat puas dgn pelayanan di dukcapil dps,,sangat cepat,,,ramah,,sopan
,,informasi jelas,,tempatnya jg nyaman
Pertahankan prestasinya,,jaya dukcapil dps"
adi surya;1;"Saat mau daftar di jam pendaftaran, ada keterangan operator sibuk. Payah ASN Kota Denpasar!!! Buat malu aja pelayanan di tahun 2021 masih seperti ini.

Pelayanan sudah online, tapi masa ada jangka waktu buat submit dokumen seperti proses offline.

Saran agar submit bisa 24 jam bahkan hari sabtu dan minggu, diproses hari kerja berikutnya tidak masalah."
Hery Arsha;5;Pelayanan cepat dan mantap... Melalui Taring Dukcapil, pelayanan semakin prima.. semoga lebih baik lagi kedepannya👍👍
senar senja;1;Pelayanannya kurang dan gaada respon membuat ktp lewat online  lewat telegram untuk cetak ktp yg hilang nomer malah di blokir !!!! Bad atittude !!!
Dwi Wahyundari;5;Pelayanan cepat dengan syarat yang lengkap, urus akta perkawinan jadi mudah, terimakasih dukcapil🙏🏻🙏🏻
Ananda Wigneswara;2;"Awalnya mau apresiasi krn layanan sudah serba online (meskipun interface layanannya krg bagus).. ehh sy mau ajuin permohonan ga bisa2. Sudah jam kerja pegawai berkurang drastis, permohonan ga bisa kesubmit kalau operator masih menghandle yg lain.. Seharusny permohonan ditampung lah. Kalau website ga bisa lakuin itu, sediain jalur lain; email misalnya. Seberapa sulit sih memprosesnya ckck"
Dwi Mega;5;Bisa cek taringdukcapil dulu, via online untk pengurusan dokumennya yg penting dilengkapi dulu sampai ttd kelurahan/desa. Lalu tinggal menunggu diproses tdk sampai 1 hari. Jika sudah dpt email pengambilan, bisa langsung datang ke capil atau pakai gojek/grab. Saya berharap bisa disosialisasi saja ke masyarakat untk sistem online ini.
Ni Nyoman Suindri;5;Pelayanan dukcapil denpasar mantap
Ktut Kastu Diyoga;4;"Pelayanan kelihatan semakin baik.
Tingkatkan terus."
Maria Carol Fariza;5;Pelayan Disdukcapil Denpasar terbaik, dibandingkan dengan daerah lainnya, sepengalaman saya di Dukcapil Denpasar pelayanan selalu memuaskan, saya mengurus dokumen pindah datang serta cetak KTP sesuai janji pelayanan, terima kasih Dukcapil Denpasar
Milky. cake;2;terkadang sebagai masyarakat awam kita tidak tahu....tapi cara mereka memberi tahu terkadang mengecewakan....walaupun itu prosedur tapi jujur ketika kita disuruh ke suatu ruangan dan kita bertanya mencari seseorang cara mereka memberitahu prosedur sangat mengecewakan.....mungkin kami terlalu baper atau memang mereka yang merasa terlalu banyak beban kerja atau kita terlalu membutuhkan entahlah...
Salmun Manafe;5;Petugas informasinya ramah dan sangat membantu
Ni Putu Sri Eva Wahyuni (Eva);5;Pelayanan dukcapil denpasar bagus
lina omalor;5;Pelayananya memuaskan
Anggari Febriani;1;Klo mau buat online jangan tangung2 pak, dlm hemat saya yg namanya online itu bs di upload kapanpun dmn pun, gak mesti nunggu jam kerja/hari kerja untuk masyarakat upload file, tetapi dlm memproses file yg di upload masyarakat silahkan disesuaikan dgn hr kerja/jam kerja bpk ibu, jd gk terbuang waktu yg ada, kanti buung tiang nyemak gae,ngantosang upload harus di jam kerja, tolong bpk kepala dinas diperbaiki hal ini, dmn ini termasuk public service
spicy chicken;5;Dukcapil kini sangat modern, tinggal duduk manis dirumah, daftar online dari rumah, sore sudah jadi, ada fasilitas pengambilan melalui Gojek pula, terimakasih dukcapil
gde ary sutarya;5;Pelayanan kepada masyarakat berkembang pesat semoga terus bertahan dan bahkan lebih berkembang.
Agus Rahadi;5;Saya senang dengan adanya pelayanan online ini menjadi lebih mudah untuk saya mengurus surat2x saya mantap mohon di tingkatkan lagi pelayanannya
Bagus Mahesa;1;"Saya sudah ngurus surat wari wiri ke kantor desa surat pindah denpasar, sesampai Dinas Kependudukan dan percatatan sipil kota denpasar , pendaftaraan online , ngulang .

ini pendaftaran online tapi tulis tangan dan difoto/scan dan di upload. Kenapa ga bikin webiste form diketik ? knapa tulis tangan trus scan lalu upload ?
Lalu parahnya jam pelayanan upload hanya

senin~kamis Jam 8 ~ 12 siang
Jumat Jam 8~10 Pagi

ini aplikasi Offline apa online ? Harusnya bebas submit data kapan, agar masuk antrian.

Mudah- mudahan bisa berbenah dan lebih baik lagi aplikasi onlinenya ."
Gabriella Lestari;2;Baru jam 12 siang hari senin dan sudah pulang semua, wahh enak sekali ya jadi PNS, dibuat 3X bulak balik hanya untuk ambil KTP yg sudah jadi, pelayanan online juga sangat slowww respon.
kadek yuliawati;5;Sistem online memudahkan masyarakat untuk mendapatkan layanan administrasi kependudukan, bisa daftar dan cetak kk juga akta dari rumah👍
Eva Kusuma;5;"Kantor ini adalah kantor pelayanan satu pintu
Jam operasional dari jam 08.00 s/d jam 14.00 WITA"
Oming Feri;1;Buruk sekali 5 hari sdh saya kirim file online tidak bsa terus ... iya masak jam 8 sudh 150 antrean setiap hari sepwrti itu ... smpe siangpun seperti itu ... besok kirim lagi seperti itu dminta nunggu coba lagi masih seperti itu .....
Bali Chatino;5;terimakasih atas pelayanannya
Drian Zress;1;"Ini udah bisa perekaman E KTP belum?, saya mau buat tapi gabisa alasan PPKM... Satu lagi, itu petugas nya udah dtraining apa belum? Kok pada jutek"" ya, iya sy tau Klian capek tapi jangan jngn gitu dong, Klian itu tugas nya mengayomi masyarakat tapi kok malah jutek."
Mawas Radika;5;Pusat pelayanan kependudukan yang paling keren di Kota Denpasar. Dgn menerapkan sistem komputerisasi utk pelayanan publik.
Putu Suryadharma;5;Pelayanan sip. Datang kesini jam 12 saya kira bakal sudah tutup, eh ternyata benar sampai jam 1 masih dilayani. Pas sudah tidak ada antrian lagi, jadi cepat deh selesainya. 😁
11_I Made Aditya Putra Nanda;5;Pelayanan lebih cepat dan seluruh petugas nya ramah ramah semua🤩
AAI Mariatini dewantari;5;Pelayanan yg diberikan sangat bagus, apalagi dengan situasi pandemi kemarin dukcapil denpasar sudah melakukan trobosan yg sangat baik dengan mengadakan pelayanan melalui daring atau online
Sukanada Pratiwi;5;Petugas informasi sangat ramah membantu
Widya Puspita;1;"Jika memang jam pelayanan di hari jumat sampai jam 11, seharusnya di google juga dicantumkan jam pelayanan yang sama. Ini malah di google terlihat jam pelayanan sampai 3.30pm
Saya sudah jauh2 dan buru2 datang, tapi pegawai malah sudah pulang semua. Mereka bilang hari jumat hari pendek, jam 11 udah pulang.
Padahal hari kerja cuma 5 hari, sabtu dan minggu libur. Tolong jam nya disesuaikan, jadi saya tidak rugi datang jauh2.
Sebelum berangkat sudah saya telepon berkali2, tapi tidak ada yang mengangkat. Tolong pelayanan nya diperbaiki lagi."
The Gus;1;Prosedur berbelit2. Sudah bawa berkas lengkap seperti yang sebelumnya di instruksikan, masih saja ada yang kurang, dan tetap di suruh daftar online. Ribet. Jaman sudah maju, online tetap di utamakan, tapi walk in di terima juga lah. Orang2 yg tidak mengerti teknologi gimana? Mana arogan sekali sikap nya, padahal pelayan masyarakat. Mental preman, susah
Nyoman Kasta;5;"Pelayanan informasi nya baik
Untuk ibu maya terimakasih informasi yg di berikan"
Wayan Erna;5;"Sebenarnya klu apapun sudah dipelajari gampang pelayanan secara online.
Lebih mudah pengurusannya sekarang"
igb adiputra;5;Pelayanannya baik👍🙏
I Kadek Wikantra;3;"Kesini utk mengurus singkronisasi data Kartu Keluarga.
Parkir selalu penuh, sebaiknya menambah lokasi parkir."
yogesta oka;5;layanan online taring nya sangat memudahkan dalam pegurusan surat - surat kependudukan, semoga selalu berinovasi terus dalam melayani masyarakat denpasar
Arta Wibawa;5;Pelayanan cepat dan inovatif
Ni Putu Puspadi Aristyanti;1;"Sangat buruk.
Pelayanan katanya dimulai jam 8. Saya submit dokumen jam 8.01 dibilang operator sibuk. Setiap hari sprti itu.
Sepertinya Web disetting auto sibuk setelah jam 8"
ketut kardiasih;5;Disdukcapil Sukses dan Selalu Jaya 👍
Aku Kamu;5;Petugas di informasi ibu2 nya ramah dan sangat membantu
Sawitra Danda;5;Petugasnya ramah sekali
Febryan Omalor;5;Pelayanan yang baik dan cepat,semoga kedepan tetap lebih baik dalam pelayanan
18_Komang Tia Trismayadevi;5;Pelayanannya baik, saya mengurus KK kemarin selesainya juga cepat, asalkan mengerti dengan caranya.
Emannuel Koa;5;Ucapan terima kasih kepda pemerimtah bali khusus untuk dukcapil denpasar yg membantu kami warga luar bali merekam eKTP dengan lancar👍
Kanda;1;"Pelayanan sangat mines... Ditelfon selalu dimatikan
Ingin rasanya pindah ke kabupaten badung apa apa serba mudah ngurusnya... Dari tahun ke tahun denpasar sama saja ga jelass malu sama pengurusan sim & passport yg sudah maju di dps..

Mengingat pns makan dan hidup dari gaji kita semua tapi kinerjanya itu lhoo hufftttt..."
ketut jendra;5;Pelayanan sudah lebih bagus
Angela Phyllis Hidayanti;5;Pelayanan sungguh memuaskan, sejak menggunakan aplikasi online mengurus apapun jadi mudah, the best
dea damayanti;5;pelayanan capil denpasar mantap
Rendy Rendy;4;"Pelayanan online yang bagus dan cepat. Selesai dalam 2 hari tanpa ribet.
Tingkatkan terus sosialisasi di masyarakat, karena tidak semua anggota masyarakat paham dan mengerti dengan sistem online."
Ayu Mulya Wardani;5;👏🏻 Bravo.. layanannya asli cepet dan terbantu bgt sm layanan via whatsapp yg bales nya juga super cepat. Gak nyangka bakal bisa ngurus semua dokumen sendiri dan stress free. Cuma saran dikit buat website nya diperbaiki biar 1 dokumen punya tempt upload sendiri2. Soalnya gabungin lebih dari 1 akta bikin size dokumen jadi besar.
Achmad Dzikrullah;5;Pelayanannya ramah dan memuaskan, terima kasih dukcapil kota denpasar. 🙏
Angela Phyllis Hidayanti;5;Pelayanan sungguh memuaskan, sejak menggunakan aplikasi online mengurus apapun jadi mudah, the best
dea damayanti;5;pelayanan capil denpasar mantap
Rendy Rendy;4;"Pelayanan online yang bagus dan cepat. Selesai dalam 2 hari tanpa ribet.
Tingkatkan terus sosialisasi di masyarakat, karena tidak semua anggota masyarakat paham dan mengerti dengan sistem online."
Ayu Mulya Wardani;5;👏🏻 Bravo.. layanannya asli cepet dan terbantu bgt sm layanan via whatsapp yg bales nya juga super cepat. Gak nyangka bakal bisa ngurus semua dokumen sendiri dan stress free. Cuma saran dikit buat website nya diperbaiki biar 1 dokumen punya tempt upload sendiri2. Soalnya gabungin lebih dari 1 akta bikin size dokumen jadi besar.
Achmad Dzikrullah;5;Pelayanannya ramah dan memuaskan, terima kasih dukcapil kota denpasar. 🙏
Ni nyoman Nami;1;Kalau ada bintang minus atau o akan saya kasi itu penilaian.pelayanan online sangat2 buruk.mau kirim data untuk pembuatan identitas diri saja susahnya bukan main.
I Made Rai Dwija Antara;1;"Sangat Tidak Ramah.
Pengurusannya juga sangat ribet.
mengurus seperti ini harusnya cepat. tapi sistemnya ribet.
pantes bintangnya sampai 2,7.
Sebaiknya diperbaiki.
Foto copy disana jam 2 sudh tutup padahal masih jam kerja😀😀"
Eka Prasetya I Putu;5;Pelayanannya sangat ramah dan permohonan cepat jadi, mohon pertahankan terus
Maramy Collection;5;Informasi petugas sangat jelas dan ramah
putra kamanjaya;1;Tolong staff e-ktpnya dievaluasi lagi, gak niat kerja, gak pantas digaji
Rai Sumarni;5;Pelayanan sangat memuaskan, matur suksma
Ariesta Sumurba;1;Yg seharusnya selesai sehari atw 2 hari jadi selesai 1 bulan lebih. Sangat mengeceeakan. Klo belom siap jangan dipaksakan, belajar dlu.
Arik bawafie;5;Saya mau bertanya, akta kelahiran saya, ada kesalahan huruf, sedangkan saya ingin mendaftarkan diri sebagai abdi negara, apakah saya bisa meminta surat pembenaran bahwa akta kelahiran saya salah? Mohon di bantu🙏 mohon respown nya, karena saya sudah WA tidak ada jawaban. Terima kasih.
Bonifasia Ani;5;Pelayanan sangat memuaskan, pengurusan SKTT untuk WNA hanya 2 hari saja dan sistem onlinenya juga jelas. Terima kasih
Putu Widya;5;Pelayanan disdukcapil melalui online sangat gampang dan mudah dipahami serta proses pembuatan dokumen jika sudah lengkap sangat cepat
Bali Karikatur Artist;5;Tidak bisa diragukan lagi segala bentuk pelayanannya sangat cepat, tepat dan merakyat.
Maya Valentina (Panda Mischa);1;Sudah selama 3 minggu berturut-turut coba untuk mengirim surat pindah domisili utk papa saya tapi selalu tidak bisa dengan alasan KUOTA PELAYANAN ONLINE HARI INI SUDAH HABIS!. Awal waktu saya kirim dibilang syarat tidak memenuhi karena KK asli sudah di capil (dikarenakan papa dan mama saya bercerai). Sudah datang kesana tapi tidak dibantu urus dengan alasan harus secara online. Jadi bingung
Oka Satrya;1;Pelayanan sangat buruk. Tidak ada pemberitahuan utk gol. Darah di KK pada saat hari pertama. Staff loket legalisir. Dayu Lia terutama. Jawab nya dengan nada tinggi. Sama sekali tdk ada jiwa seorang costumer service!!!! Proses nya oper sana sini. Apa staff di sni masuk murni atau jalur belakang!! Sangat mengecewakan!!!!
Putri Trisnawati;5;Pendaftaran on line merupakan inovasi dukcapil yang sangat bagus masyarakat mendapat kepastian waktu penyelesaian dokumen kependudukan yang diajukan
Dayu dewi;5;Staffnyaa ramah banget dan ktp saya cepet bgt jadinyaaaaa
Dayu dewi;5;Staffnyaa ramah banget dan ktp saya cepet bgt jadinyaaaaa
dika surya;1;Sangat buruk saya berkali-kali coba memposting online tetapi selalu alasannya semua sedang sibuk memverikasi sudah setiap jam menit dan detik saya coba ttp TDK bisa saannggaat kecewa
D.G nadi;1;Mohon kpd yang berwenang agar menginformasikan dengan DETAIL persyaratan dan perlengkapan dlm mengurus akte kelahiran. Agar tidak bolak balik sampai 2x. Dan untk pendaftaran no antrean via online diperbaiki lagi. Serta masih saja ada PEGAWAI yang menerima pendaftaran secara ilegal tanpa melalui nomer antrean yang jelas merugikan kami dan yg telah mendaftar online.
arie atmaja;5;Pelayanan kependudukan cepat dan praktis, pegawai sigap dan murah senyum...mantapp.
Barbara ritz Cumplung;1;"pelayanan sangat buruk katanya daftar lewat on line nyatanya saya daftar jam 9 pagi sudah nggak bisa.akhirnya saya harus balik lagi besok paginya dan saya dapat no E.336 nunggunya sampai 3 jaman.kenapa birokrasinya terlalu berbelit belit.kenapa yg mudah nggak di permudah lagi malah di bikin ribet dan sulit.kami rakyat kecil masih harus kerja cari libur di tempat kerja susah sedangkan ngurus KK aja harus berhari hari
pemerintah menuntut kita punya administrasi harus lengkap tapi pemerintah belum mampu memberikan pelayanan tercepat.bagaimana negara NKRI ini bisa maju sedangakan kita ngurus KK aja ribetnya bikin setress"
A_32_Komang Ratih Janaetri;5;sangat membantu
Kotak Media;1;Pengambilan nomor antrian sangat susah. Sudah mengisi data, begitu pencet selanjutnya, jawaban yang didapat nomor antrean sudah habis!!! Sudah coba 3 kali begitu terus. Sia-sia sudah isi data malah tidak dapat nomor antrean. Solusinya apa? Datang langsung oleh security malah disuruh ambil antrian online. Layanan publik tapi ribet.
Yan Pamungkas;2;pelayanan disini kurang informatif kurang ramah kurang semuanya , saya kira hanya saya saja yang mengalaminya ternyata warga yg lain merasakan hal sama. Tolong pembenahannya, sangat beda dengan pelayanan di dukcapil daerah lain.
Mhia Charla Putri;5;Dengan sistem online semua dipermudah. Pagi ajukan permohonan, ga sampe siang sudah jadi. Tetap semangat Dukcapil
Yunita Indrayanti;1;Pengurusan legalisir katanya bisa ke office, sudah nelpon ke kantor petugas bilang bisa langsung ke office , tapi nyatanya harus online. Giliran ditanya prosedurnya hanya jawab sekedar
Naspix Doang;5;"Selamat siang bapak/ibu masyarakat indonesia saya ingin sampaikan bahwa pentingnya administrasi data"" diri yg benar/sesuai tempat tanggal lahir di daerah masing""  karena sekali untuk seumur hidup & untuk keperluan"" lainnya yg berhubungan dgn data diri, adapun jika terjadi perubahan/kesalahan data/perkawinan/pindah warga      itupun wajib di perbaiki dulu di daerah asal   intinya semua data"" diri anda harus di urus/rekam di daerah asal tidak bisa di urus di dikdukcapil daerah lain, saat ini kita sdh bisa akses internet dengan mudah apapun yg ingin kita ketahui bisa tanya google  sebelum mengurus nya"
Tomy irvantara;1;"Kuota perhari 200 senin smp kamis, jumat 100. Kirim permohonan sll di jam 8.01 tp kuota pelayanan harian selalu habis.
Sudah tepat seminggu mencoba, smp binggung kendala na dimana. Operator wa sopan tp dengan jawaban yg sama. Silakan coba hari berikutnya... 🤥"
Jojo Patricka;1;antrian online. semua warga nunggu jam 07.00. alhasil server down. giliran server uda 'pulih', no antrian abis. gitu aja terus tiap hari. sedangkan ini butuh cepet surat untuk keperluan hidup. eh tp percuma kayanya nulis ulasan dsni, gatau di baca atau kaga.
meihwa ariani;5;Petugas informasi mb prila sangat ramah dan membantu
Pipop Bryan;5;Pelayanan cepat dan ramah
A I;1;"Pelayanannya buruk dari segi sistemnya, untuk mengurus berkas Akta-akte dan KK sangat dipersulit dengan sistem antrian online karena dlm keterangan spanduk tertulis jam pendaftaran mulai 07.00 Sampai 15.00 WITA, untuk hari Senin sampai Kamis. Tapi pada 07.15 saya sudah dikatakan kehabisan tiket. Itu antara benar tiket habis atau website nya yg error tidak ada kejelasan karena di website juga tidak ada ditampilkan siapa yang sudah dapat no antrian. TOLONG DIPERBAIKI PELAYANANNYA BIKIN AGAR ANTRINYA BISA SEPERTI DULU YANG HARUS DATANG KE KANTOR LANGSUNG.
Kalau gak cepetin diurus bisa-bisa beberapa orang selain saya bisa mengalami kesulitan yang serupa. SISTEM ANTRIAN ONLINE INI BENAR-BENAR BURUK KARENA MEMBUAT MANUSIA DIKENDALIKAN OLEH SISTEM ONLINE YANG KERAP MENGALAMI GANGGUAN. DITAMBAH HARUS MEMASUKAN DATA PRIBADI YANG BISA SAJA DISALAHGUNAKAN."
Lime Juice;5;Saya melakukan pemotretan Di DUKCAPIL DENPASAR, Petugasnya sangat baik!
Titik Nurhayati;5;Petugas informasi ramah dan membantu saya, terimakasih
Made Nadi;5;TempatNya Nyaman...Pelayanan Cepat Asalkan Syarat Lengkap....Maju Terus Disdukcapil Kota Denpasar
groot gardian;1;"Gimana sih punya telepon gak pernah di jawab eh pas jawab resepsionisnya malah  Blo’on
Kok resepsionisnya jwb tlp nya malah “iya halo begini, sy bkin kk dan ada yg meninggal bla bla bla... “ loh sy malah bengong dan nanya “mba saya yg mau nanya kok malah situ yg nanya ke saya situ gak pro bangt sih “ aku tlp lagi eh sama lagi dia ngomongnya.. “mba aku mau makan dulu ya” nah loooooooo kalo gak bisa layanin masyarakat jangan di resepsionis bikin malu ajha"
A_031_Ni Gusti Putu Agung Ayu Yogita Pramiswari;5;Mantapp oke
Pugoh waluyo;5;Informasi yg di berikan sangat jelas terima kasih ibu maya
DROPBOX TV;1;Online bukanya nambah gampang malah ribet anj
Made Kirana;1;Proses surat2 sudah lengkap dan dapat kwitansi pengambilan. Hari ini antri dari jam 7.30pagi baru dapat giliran jam 10 pagi dan dilempar sana sini ternyata dibilang blanko KK habis jadi semua berkas tdk bisa diambil. Sungguh sangat mengecewakan.
Richard Hermawan;3;"Urus surat pindah harus bolak balik berulang kali
Krn kesalahan administrasi mereka kita yg harus menanggung bolak balik sampai 2 kali.dikarenakan pimpinan tidak di tempat jadi yang tanda tangan tidak ada.ruwet sekali birokrasi begitu,kalau memang tidak bisa di tempat terus ya tanda tangan harus ada yang bisa didelegasikan,ke wakil atau sebagainya, jangan sampai masyarakat yg dikorbankan.Setelah agak marah sedikit,barulah bsia diproses cepat hari itu juga.terima kasih kepada para bawahan disdukcapil...sudah berusaha yang terbaik untuk pelayanan walau belum sempurna."
Caritau Yaya;5;Terimakasih ducapil Denpasar sudah membantu kami warga Alor dalam pembuatan e-KTP,TUHAN YESUS MEMBERKATI🙏🙏🙏
Sandi Arifianto1;2;daftar online, semua operator selalu dibilang sedang memverifikasi, terus solusinya gmn, kita juga perlu segera urus KK, tolong dtingkatkan lagi pelayanan publiknya
Kurnia putri;5;Sangat baik
Afri Yadi;1;Pengurusan KK sangattttt membingungkan!!! Saya sudah 3 hari urus formulir sana sini di kepala lingkungan banjar & stempel camat& stempel lurah, terakhir harus di serahkan ke DINAS CATATAN SIPIL tapi sampai lokasi d suruh daftar secara online dan tidak ada sosialiasi cara pandaftaran!!!! Sangat menyita waktu tidak ada nya profesional dlm pelayanan harusnya jika d CATATAN SIPIL memberlakukan daftar online kenapa camat & lurah tdk memberi tau harus daftar online sy merasa sia sia  isi form data diri & minta stempel sana sini !!! Bali provinsi terkenal dan denpasar kota no 1 di bali tapi pelayanan sangat tidak profesional !!!
Yoga Martama;1;Sangat lambat pelayanan nya, pelayanan online juga sangat lambat, sudah hampir seminggu blm Ada email verifikasi. Sedangkan Dokumen diperlukan SECEPATNYA.
wak prim;5;pelayanan bagus dan ramah, saya sangat mengapresiasi layanan dengan sistem online karena mempermudah proses dokumen ini selesai dan bisa diproses dimana saja pertahankan
Andre Tj;1;Sangat dipersulit
Fauluq Ulum;4;"staff di depan ramah dan sangat membantu, meski ada juga yg main hp saat jam kerja.
saya pikir servernya perlu diupgrade agar proses pendaftaran online lebih cepat. saya sendiri mengalami pendaftaran online yang servernya berat selama beberapa detik karena banyaknya pendaftar yang berusaha mengakses"
Jimmy Organes;5;Terimakasih banyak atas bantuan capil Kota Denpasar yang sudah membantu kami masyarakat Kupang NTT merekam E KTP
Nyonya margo Santoso;5;Petugas informasi sangat membantu
Megi Juniarta;1;Kerja klen apa
Ida ayu kade Tania nandika purnami 17;5;aplikasi sangat membantu
wayan pariati;5;Pelayanab prima
Victor;5;"Pelayanan baik ramah dan cepat
Terimakasih saya sudah bisa REKAM E-KTP"
swasti dwini;5;Pelayanan yang diberikan oleh dukcapil sangat bagus dan praktis sehingga masyarakat sangat dimudahkan dalam pengurusan dokumen kependudukan.
Wiwin Kristiansanti;5;Pelayanannya sangat bagus..petugasnya ramah2...
Ida Ayu Gede Sutha Lingga Padmini;5;Mudah sekarang pendaftaran dokumen kependudukan bisa diajukan dan dicetak dari rumah. Pelayana cepat dan terbaik👍
Tagor Manroo;1;"Potret Pemerintahan Denpasar - Indonesia, Setiap kali dateng jam 9.30 selalu habis nomor antrian, pas dapet tapi nomor antrian basah trus robek di bilang harus ada nomor antrian baru di proses. Sengaja nunggu apa iya benar. Ternyata bohong, orang di samping saya tanpa antrian langsung bisa taro ke Ibu Pus**, bagian saya di bilang lagi ada tamu. Nomor yang di panggil ternyata banyak yang kosong, saya tanya bisa di manfaatkan agar optimal, katanya tidak, wajib hrs ada nomor antrian. Ehh.. ada calo nomor ternyata, kaget.
Ke pengaduan katanya ga bisa ngadu, bisanya online saja.
Pemerintahan Denpasar Sekarang PAYAH, Tidak seperti di Badung.
Saya yang sudah sebulan datang tiap 9.30 tapi tidak dapet antrian, bisa lihat di cctv.
Satu lagi, antara si A dan si B tidak sama persyaratannya padahal sama2 Capil nya untuk KK."
Yudi Prasetya;1;"Terlalu bertele-tele untuk penurunan datanya harus online lah , kerja dari jam 8-2 saja
Diluar itu disuruh ulang
Buat apa?kok ribet kapan mau jadi kalo seperti ini"
Tanjung Duren;4;Halo mau tanya, apakah disini bisa cetak ulang ektp luar pulau Bali, kalau bisa syaratnya apa saja. Trims
MANCING BALI;1;terlalu ribet membuat kk. pelayanan nya kurang bagus. kirain online lebih gampang ternyata lebih susah ribet
Riki Wijanto;1;Jelek banget penanganannya,,lama prosesnya,,kasar pegawainya,,ibuk2,,customer service yang terima telpon juga kasar,,bapak2
Ayu Ayuna;5;Proses pembuatan akta kematian berlangsung cepat.. trmkasih disdukcapil
Lilikashari;1;bagi ibu ibu bapak bapak harus lebih ramah dan sabar dalam melayani, berikan servise yang terbaik dengan sepenuh hati dalam memberikan informasi, senyum itu ibadah juga, semoga semakin baik kedepannya
ngurah dika;5;Pelayanan cepat dan sangat memuaskan, petugasnya juga ramah dan sangat membantu. Terimakasih 🙏
Chandra Kupit;1;pelayanan sangat buruk...buat kk baru jadinya lama sekali padahal di awal dijanjikan jadi 5 hari,,saya datang bulak balik 4 kali meninggalkan pekerjaan saya ,udah sebulan eh berkasnya malah dihilangkan,,,dateng dateng malah saya yg disalahkan petugas,tolong diperbaiki lagi terutama sdm nya
01.05 gede airvan Yogatama XI PM1;5;Pelayanan nya bagus dan cepat dan ramah
Gita Arneni;5;Pelayanan ramah dan cepat.
Dicky Septa;5;Proses cepat, karena sekarang sudah bisa akses online.. bahkan untuk data yg telah selesai bisa dikirim via email, gojek, atau langsung ke disdukcapil..
24 Kadek indra wisanta nugraha;5;Pelayanan Sangat ramah dan baik
Agus Tinus;5;Petugas informasi ibu maya ramah dan baik terimakasih ibu😊
Ngurahyudi 91;5;Layanan lebih dipermudah dengan online. Proses cepat dan tidak ribet.
Tadi Aja;1;"Kadisnya tidak perduli dengan pelayanan keluyuran? alias tidak perduli dengan pekerjaannya? atau rapat utk kepentingan pribadi? sementara masyarakat bolak balik mengambil antrian susah dapat nomor antrian. Beberapa kali datang baru dapat nomor antrian urusannya tidak bisa selesai karena Kadis tidak ada ditempat tidak menandatangani KK.
Sebaiknya Kadis yg tdk mampu melayani masyarakat janganlah menjadi Pejabat. Karena keberadaan anda sebagai Kadis Kependudukan Dps sudah menyengsarakan/membohongi masyarakat yang dilayani, sudah puaskah anda ???"
16. Ni Putu Budiartini;5;"Pelayanan yg diberikan sudah baik, dimana dalam pembuatan surat-surat yang mudah yang dikarenakan adanya sistem online. Datang dan langsung jadi, bahkan ada cetak mandiri / dibawa ojek online. Petugas yg ramah dan mau membimbing ketika kesulitan.
Semoga pelayanan yang sudah baik dapat dipertahankan.
Terimakasih"
agungmandala denpasar;5;Pelayanan online Disdukcapil Kota Denpasar memudahkan saya sebagai masyarakat Kota Denpasar dalam melakukan administrasi kependudukan dengan mudah, dimanapun dan kapan pun
agungmandala denpasar;5;Pelayanan online Disdukcapil Kota Denpasar memudahkan saya sebagai masyarakat Kota Denpasar dalam melakukan administrasi kependudukan dengan mudah, dimanapun dan kapan pun
Nadya Zahra;5;♥️♥️♥️
Jik Ngurah;5;Pelayanan bagus
putu thalia;5;sangat bagus
Suiraoka I Putu;5;Pelayanan Disdukcapil Denpasar prima
Riska Yundari;5;Pelayanan online yang mudah dimengerti serta gampang dan prosesnya tidak lama.
1490 aryanids;1;Mau tanya apakah formulir online untuk perubahan KK dan pembuatan akta lahir bs digunakan? Atau harua datang ke catatan sipil untuk ambil formulir yg asli? Sy cek d website catatan sipil form tsb bs d download dan d gunakan . Mohon infonya . Terima kasih
nasrul ilfaraone;1;Gak jelas pengurusan lama banget cupu.. Harus ada orang dalam baru bisa.. Payahhhh
Luh Gede Mutra Maharani;5;Capil ok
Ni kadek Winita Wati;5;Capil oke
Agunk Yudi;5;"Pelayanan baik dan tanggap.
Pegawai ramah serta melayani dengan baik."
